Lon,Lat,site
-89.03372,42.50113,2079
-108.73956,42.83274,2080
-110.2,51.66667,2081
-111.7081,40.4449,2082
-92.4334,32.06,2083
-112.1086,33.47661,2084
-91.5743,34.49926,2085
-91.96208,33.1304,2086
-92.24126,34.73342,2087
-119.70208,34.42139,2088
-120.43544,34.94803,2089
-104.99104,39.74034,2090
-87.90534,42.02781,2091
-90.5143,41.51198,2092
-72.5912,42.10065,2093
-93.25689,44.95941,2094
-91.26433,47.29631,2095
-94.36748,44.89079,2096
-95.58421,46.5869,2097
-92.82243,44.99163,2098
-71.41841,43.57285,2099
-106.77167,32.31898,2100
-73.94722,40.73277,2101
-73.64416,40.78527,2102
-73.75861,40.75527,2103
-80.84729,35.13959,2104
-78.98781,34.62517,2105
-96.90336,35.34813,2106
-80.20311,40.55312,2107
-75.15157,40.01067,2108
-80.96504,33.00787,2109
-103.29768,44.1361,2110
-83.93889,35.77,2111
-95.42167,30.35389,2112
-111.97278,41.21917,2113
-117.52997,47.41645,2114
-81.62679,38.34843,2115
-87.99427,44.41555,2116
-114.026,45.1588,2117
-121.63356,36.69718,2118
-120.47271,39.79157,2119
-117.33088,34.5125,2120
-75.74889,39.67583,2121
-81.50462,31.18089,2122
-87.81978,41.81698,2123
-89.80974,39.39608,2124
-85.87191,37.71506,2125
-93.05684,44.96555,2126
-93.01216,44.94497,2127
-94.55079,38.85615,2128
-114.27682,48.22822,2129
-74.14374,40.72667,2130
-73.90958,40.81149,2131
-73.58549,40.74316,2132
-80.76618,35.24875,2133
-97.11835,34.17898,2134
-122.79583,45.21167,2135
-118.07911,45.32708,2136
-103.275,44.06944,2137
-98.48502,29.41551,2138
-106.29111,31.65222,2139
-122.20123,47.61427,2140
-120.52868,46.58513,2141
-79.8,44.2,2142
-79.5,43.63333,2143
-109.5833,38.7833,2144
-118.2021,35.6987,2145
-112.1539,36.0658,2146
-89.15,47.9167,2147
-79.4833,37.6167,2148
-116.3889,34.0695,2149
-122.5586,48.9533,2150
-106.4844,32.6869,2151
-113.0333,43.65,2152
-119.9667,38.9333,2153
-106.74,40.445,2154
-92.8303,48.4132,2155
-110.4003,44.5654,2156
